id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
7050802102,new york city,3900,apartment,20,1,1,1,1,1,0,0,0,laundry in bldg,,40.7048,-73.9285,ny
7050797173,new york city,1799,apartment,500,0,1,1,1,1,0,0,0,,,40.6724,-73.9622,ny
7050796397,new york city,2195,apartment,900,1,1,1,1,1,0,0,0,,,40.7095,-73.9563,ny
7050795185,new york city,840,apartment,990,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.8508,-73.9151,ny
7050791479,new york city,1800,apartment,700,1,1,0,0,1,0,0,0,,,40.7701,-73.9125,ny
7050790379,new york city,2299,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5839,-73.9536,ny
7050787142,new york city,2800,apartment,600,1,1,0,0,0,0,0,1,laundry in bldg,street parking,40.7975,-73.9683,ny
7050783352,new york city,2499,apartment,1067,2,2,0,0,1,0,0,0,,,40.936,-73.9028,ny
7050779851,new york city,4000,apartment,20,2,1,1,1,1,0,0,0,w/d in unit,,40.7223,-74.0036,ny
7050779195,new york city,1900,apartment,775,1,1,0,0,1,0,0,0,,,40.9675,-73.7114,ny
7050771178,new york city,3231,apartment,20,2,1,1,1,1,0,0,0,w/d in unit,attached garage,40.6996,-73.9329,ny
7050765229,new york city,3025,apartment,20,1,1,1,1,1,0,0,0,w/d in unit,attached garage,40.7012,-73.9436,ny
7050761578,new york city,2350,apartment,1500,3,1,0,0,1,0,0,0,,,40.5929,-73.9688,ny
7050760299,new york city,1700,apartment,900,1,1,0,0,1,0,0,0,laundry in bldg,,40.6167,-73.9695,ny
7050759659,new york city,2500,apartment,20,0,1,1,1,1,0,0,0,w/d in unit,attached garage,40.7006,-73.9338,ny
7050757033,new york city,1875,apartment,550,1,1,0,0,1,0,0,0,,street parking,40.7095,-73.9563,ny
7050754688,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7050664130,new york city,2150,apartment,20,0,1,1,1,1,0,0,0,,,40.759,-73.9624,ny
7050741423,new york city,3750,apartment,750,3,1,1,1,1,0,0,0,,,40.7085,-74.014,ny
7050741322,new york city,5195,apartment,1100,4,2,1,1,1,0,0,0,,,40.7097,-74.0078,ny
7050733662,new york city,2400,house,2700,4,2,0,1,1,0,0,0,laundry on site,off-street parking,42.1959,-73.3607,ny
7050726855,new york city,1850,apartment,666,1,1,0,0,1,0,0,0,,,40.936,-73.9028,ny
7050720817,new york city,1200,apartment,0,0,1,0,1,0,0,0,0,no laundry on site,no parking,41.0041,-73.6651,ny
7050700561,new york city,2085,apartment,2085,0,1,1,1,0,0,0,0,laundry in bldg,street parking,40.8183,-73.9426,ny
7050698822,new york city,2250,apartment,900,2,1,0,0,1,0,0,0,,,40.6936,-73.9062,ny
7050626565,new york city,4199,apartment,1000,3,2,1,1,0,1,0,0,laundry in bldg,attached garage,40.701,-73.9106,ny
7050624492,new york city,3995,apartment,1450,4,2.5,0,0,0,0,0,0,laundry in bldg,,40.7084,-73.898,ny
7050623158,new york city,3500,apartment,800,2,1,1,1,0,0,0,1,w/d in unit,street parking,40.6907,-73.9274,ny
7050620017,new york city,2700,apartment,897,3,2,0,0,0,0,0,0,laundry in bldg,,40.711,-73.8997,ny
7050617793,new york city,2599,apartment,800,1,1.5,1,1,1,0,0,0,laundry in bldg,attached garage,40.701,-73.9106,ny
7050614392,new york city,2300,house,1100,4,1,0,0,1,0,0,0,,,40.5979,-73.9743,ny
7050609549,new york city,2800,apartment,1200,3,1,1,0,0,0,0,0,no laundry on site,street parking,40.6939,-73.9119,ny
7050608576,new york city,3359,apartment,730,2,1,1,1,1,0,0,0,,,40.71,-74.0078,ny
7050606420,new york city,2300,apartment,1100,3,1,1,0,1,0,0,0,laundry in bldg,street parking,40.9011,-73.9053,ny
7050593430,new york city,2100,apartment,400,0,1,1,0,1,0,0,0,laundry on site,,40.7764,-73.9827,ny
7050587456,new york city,4450,apartment,1000,2,2,1,1,1,0,0,0,,,40.7975,-73.9683,ny
7050587362,new york city,4450,apartment,800,1,1,1,1,1,0,0,0,,,40.7402,-73.9996,ny
7050579500,new york city,3830,apartment,624,1,1,1,1,1,0,0,0,w/d in unit,attached garage,40.778,-73.9884,ny
7050575644,new york city,1899,apartment,20,0,1,1,1,1,0,0,0,laundry in bldg,off-street parking,40.6785,-73.9497,ny
7050575423,new york city,1300,apartment,410,0,1,0,0,0,0,0,0,no laundry on site,street parking,40.6357,-74.0807,ny
7050561308,new york city,2600,apartment,799,1,1,1,1,1,0,0,0,laundry in bldg,off-street parking,40.8117,-73.9518,ny
7050557095,new york city,3850,apartment,2450,4,2,0,0,1,0,0,0,w/d in unit,,40.6719,-73.9392,ny
7050556240,new york city,2875,apartment,529,0,1,1,1,1,0,0,0,,,40.7066,-74.0101,ny
7050554773,new york city,2950,apartment,1000,3,2,0,0,0,0,0,0,no laundry on site,attached garage,40.6868,-73.823,ny
7050553876,new york city,1700,apartment,900,1,1,0,0,1,0,0,0,laundry in bldg,,40.6167,-73.9695,ny
7050553300,new york city,2350,apartment,1500,3,1,0,0,1,0,0,0,,,40.5929,-73.9688,ny
7050548200,new york city,2500,apartment,1200,3,1,1,1,0,0,0,0,w/d in unit,street parking,40.6181,-74.0036,ny
7050535486,new york city,2875,apartment,529,0,1,1,1,1,0,0,0,,,40.7066,-74.0101,ny
7050520323,new york city,2875,apartment,529,0,1,1,1,1,0,0,0,,,40.7066,-74.0101,ny
7050508398,new york city,3100,apartment,750,1,1,1,1,1,1,0,1,w/d in unit,attached garage,40.7443,-73.9742,ny
7050507978,new york city,5009,apartment,1000,2,2,1,1,1,0,0,0,laundry in bldg,attached garage,40.7446,-73.9345,ny
7050504486,new york city,2650,apartment,1050,3,2,0,1,1,0,0,0,laundry on site,street parking,40.6335,-74.027,ny
7050504354,new york city,2908,apartment,700,1,1,1,1,1,0,0,0,laundry in bldg,,40.7446,-73.9345,ny
7050498008,new york city,2200,apartment,1100,2,1,0,0,0,0,0,0,no laundry on site,off-street parking,40.679,-73.9062,ny
7050496806,new york city,1800,apartment,700,1,1,0,0,1,0,0,0,,,40.7663,-73.9074,ny
7050495438,new york city,2765,apartment,550,0,1,1,1,1,0,0,0,laundry in bldg,,40.7446,-73.9345,ny
7050489969,new york city,1800,apartment,700,1,1,1,1,1,0,0,0,,carport,40.7711,-73.9027,ny
7050487968,new york city,2550,apartment,800,2,1,0,0,1,0,0,0,laundry in bldg,street parking,40.6514,-73.9564,ny
7050484417,new york city,1900,apartment,750,1,0,0,0,0,0,0,0,no laundry on site,,40.7239,-73.8997,ny
7050481292,new york city,2500,apartment,1200,3,2,1,1,1,0,0,0,,,40.7428,-73.7588,ny
7050468743,new york city,2650,apartment,1100,2,1,1,1,1,0,0,0,w/d in unit,no parking,40.7484,-73.9967,ny
7050466383,new york city,2500,apartment,1400,3,2,1,1,1,0,0,0,,street parking,40.7048,-73.8784,ny
7050458620,new york city,2500,apartment,1400,3,2,1,1,1,0,0,0,,street parking,40.7048,-73.8784,ny
7050444852,new york city,2300,condo,1500,1,1,0,1,0,1,0,0,w/d in unit,off-street parking,41.1673,-73.8538,ny
7050443963,new york city,3099,apartment,1000,2,1,0,0,1,0,0,0,,,40.6802,-73.968,ny
7050443680,new york city,3400,townhouse,1530,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,40.8154,-73.4716,ny
7050443350,new york city,1995,duplex,750,2,1,1,1,1,0,0,0,laundry on site,,40.6784,-73.9211,ny
7050434764,new york city,1950,house,800,2,1,1,1,1,0,0,0,,,40.584,-73.9349,ny
7050434023,new york city,2200,apartment,800,2,1,0,1,1,0,0,0,no laundry on site,street parking,40.8608,-73.9269,ny
7050433641,new york city,1900,apartment,650,1,1,0,0,0,0,0,0,,street parking,40.7155,-73.9489,ny
7050427377,new york city,3150,apartment,20,4,1,1,1,1,0,0,0,w/d in unit,street parking,40.8274,-73.9468,ny
7050422945,new york city,2275,apartment,1000,2,1,0,0,1,0,0,0,laundry on site,,40.7119,-73.7944,ny
7050400207,new york city,3800,apartment,900,1,1,1,1,1,0,0,0,laundry in bldg,,40.7443,-73.9781,ny
7050394697,new york city,2000,apartment,1500,3,1,0,0,1,0,0,0,laundry on site,street parking,40.5748,-74.0945,ny
7050384175,new york city,3400,apartment,700,1,1,0,0,0,0,0,0,w/d in unit,no parking,40.6816,-73.9798,ny
7050375130,new york city,1800,townhouse,1500,2,1,0,0,1,0,0,0,,,40.5973,-74.0768,ny
7050367054,new york city,2100,townhouse,1800,3,2,0,0,1,0,0,0,,carport,40.5682,-74.1184,ny
7050364517,new york city,4195,apartment,728,1,1,0,0,0,0,0,0,laundry in bldg,,40.6897,-73.992,ny
7050359271,new york city,2195,apartment,1300,1,1,1,0,0,0,0,0,,,40.6841,-73.9563,ny
7050354170,new york city,1950,townhouse,700,2,1,0,0,1,0,0,0,,,40.7428,-73.7588,ny
7050350561,new york city,3300,apartment,1150,3,2,0,0,1,0,0,0,laundry in bldg,street parking,40.6845,-73.9524,ny
7050320459,new york city,1750,apartment,400,0,1,1,0,1,0,0,0,,,40.7674,-73.955,ny
7050320239,new york city,2600,apartment,600,2,1,1,0,1,0,0,0,,,40.742,-73.9792,ny
7050319941,new york city,2600,apartment,600,2,1,1,0,1,0,0,0,,,40.742,-73.9792,ny
7050319200,new york city,1750,apartment,450,1,1,1,0,0,0,0,0,no laundry on site,street parking,40.7221,-74.0469,ny
7050316988,new york city,2875,apartment,529,0,1,1,1,1,0,0,0,laundry in bldg,,40.7056,-74.0083,ny
7050306000,new york city,3290,apartment,720,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.7728,-73.9549,ny
7050304184,new york city,1100,apartment,750,0,1,0,0,0,0,0,0,no laundry on site,street parking,40.5589,-74.1721,ny
7050293377,new york city,1500,apartment,850,2,1,1,0,0,0,0,0,laundry on site,detached garage,41.1323,-73.4058,ny
7050283286,new york city,2300,apartment,800,2,1,0,1,1,0,0,0,no laundry on site,,40.7967,-73.9328,ny
7050280444,new york city,2400,apartment,750,1,1,0,0,1,0,0,0,no laundry on site,street parking,40.6924,-73.9666,ny
7050269893,new york city,2650,apartment,900,2,1.5,1,1,1,0,0,0,w/d in unit,,40.681,-73.9452,ny
7050268028,new york city,1250,apartment,480,1,1,0,0,1,0,0,0,,,40.7343,-73.8504,ny
7050259678,new york city,1449,apartment,300,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.5979,-73.9743,ny
7050256178,new york city,2450,apartment,550,0,1,0,0,0,0,0,1,w/d in unit,,40.7592,-73.9523,ny
7050238400,new york city,3390,apartment,575,1,1,1,1,1,0,0,0,w/d in unit,,40.7622,-73.9955,ny
7050235142,new york city,2150,apartment,1000,2,1,1,1,1,0,0,0,,,41.0888,-73.5435,ny
7050234846,new york city,2030,apartment,800,1,1,1,1,1,0,0,0,,,41.0531,-73.539,ny
7050233190,new york city,3695,apartment,786,2,1,1,1,1,1,0,0,laundry in bldg,attached garage,40.7841,-73.95,ny
7050228637,new york city,3250,apartment,1300,3,2,1,1,1,0,0,0,w/d in unit,,41.0888,-73.5435,ny
7050226477,new york city,3000,apartment,800,2,1,0,0,1,0,0,0,laundry in bldg,,40.7685,-73.9588,ny
7050220055,new york city,1899,apartment,1078,2,1,1,1,1,0,0,0,,,41.0888,-73.5435,ny
7050219907,new york city,2323,apartment,800,1,1,1,1,1,0,0,0,w/d in unit,attached garage,40.7888,-74.0115,ny
7050217124,new york city,2200,apartment,700,1,1,0,0,1,0,0,0,w/d in unit,street parking,40.7242,-74.0444,ny
7050216993,new york city,2700,apartment,1100,2,1,0,0,1,0,0,0,,,40.7608,-73.9295,ny
7050209402,new york city,3100,apartment,875,2,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.8246,-73.9507,ny
7050208074,new york city,1400,apartment,750,1,1,1,0,0,0,0,1,laundry in bldg,street parking,40.6316,-74.0927,ny
7050207722,new york city,2600,apartment,1198,2,2,1,1,0,1,0,0,w/d in unit,off-street parking,41.0959,-73.417,ny
7050200522,new york city,2150,apartment,1290,3,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,41.281,-73.932,ny
7050197279,new york city,2299,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5839,-73.9536,ny
7050197243,new york city,2500,house,1050,3,1,1,1,1,0,0,0,no laundry on site,street parking,40.5154,-74.0027,ny
7050195539,new york city,1400,apartment,350,2,1,1,1,0,0,0,0,no laundry on site,street parking,40.7815,-74.0198,ny
7050195490,new york city,1700,apartment,900,1,1,0,0,1,0,0,0,laundry in bldg,,40.6167,-73.9695,ny
7050186017,new york city,2100,house,800,1,1,1,0,0,0,0,1,no laundry on site,street parking,40.684,-73.9557,ny
7050185443,new york city,3750,apartment,750,3,1,1,1,1,0,0,0,,,40.7085,-74.014,ny
7050153994,new york city,2200,apartment,980,2,1,0,0,0,0,0,1,no laundry on site,street parking,40.6982,-73.8345,ny
7050185398,new york city,5195,apartment,1100,4,2,1,1,1,0,0,0,,,40.7097,-74.0078,ny
7050176413,new york city,1800,apartment,630,1,1,1,1,0,0,0,0,no laundry on site,no parking,40.7446,-73.9345,ny
7050174740,new york city,2875,apartment,529,0,1,1,1,1,0,0,0,laundry in bldg,,40.7066,-74.0101,ny
7050173641,new york city,2100,apartment,850,2,1,1,0,1,0,0,0,laundry in bldg,attached garage,40.584,-73.969,ny
7050172275,new york city,2295,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5895,-73.957,ny
7050170191,new york city,1985,apartment,950,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,41.0162,-73.7969,ny
7050169523,new york city,2400,house,1000,3,2,0,0,1,0,0,0,,street parking,40.738,-73.793,ny
7050154333,new york city,3536,apartment,950,1,1,1,1,1,0,0,0,w/d in unit,attached garage,40.7481,-73.9398,ny
7050151944,new york city,1595,apartment,725,1,1,0,0,1,0,0,0,laundry in bldg,off-street parking,41.0632,-73.5325,ny
7050150795,new york city,3600,apartment,825,1,1,1,1,1,0,0,0,laundry in bldg,,40.7779,-73.9457,ny
7050130528,new york city,2999,apartment,800,3,0,1,1,1,0,0,0,,,40.6847,-73.9579,ny
7050130441,new york city,3600,apartment,900,3,2,1,1,1,0,0,0,laundry in bldg,,40.713,-73.9411,ny
7050122762,new york city,3415,apartment,561,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.6811,-73.9557,ny
7050121766,new york city,3208,apartment,597,2,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.6811,-73.9557,ny
7049956521,new york city,2200,apartment,800,1,1,0,0,1,0,0,0,w/d in unit,attached garage,40.6924,-73.9666,ny
7050120645,new york city,2815,apartment,534,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.6811,-73.9557,ny
7050119474,new york city,2446,apartment,403,0,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.6811,-73.9557,ny
7050118563,new york city,2285,apartment,412,0,1,1,1,1,0,0,0,laundry in bldg,street parking,40.6811,-73.9557,ny
7050112349,new york city,2799,apartment,385,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.7346,-73.9822,ny
7050090620,new york city,1425,apartment,470,0,1,1,0,1,0,0,0,laundry in bldg,detached garage,40.9079,-73.838,ny
7050088660,new york city,1325,apartment,800,2,1,0,0,1,0,0,0,no laundry on site,carport,40.7946,-74.1631,ny
7050079252,new york city,1700,apartment,1000,2,1,0,0,1,0,0,0,w/d hookups,carport,40.7946,-74.1631,ny
7050074131,new york city,3359,apartment,730,2,1,1,1,1,0,0,0,,,40.71,-74.0078,ny
7050073812,new york city,1750,apartment,1100,3,1,0,0,1,0,0,0,w/d hookups,carport,40.7946,-74.1631,ny
7050069483,new york city,4750,apartment,1100,2,1,1,1,1,0,0,0,,,40.7571,-73.9657,ny
7050069467,new york city,3750,apartment,962,1,1,1,1,1,0,0,0,,,40.7571,-73.9657,ny
7050066125,new york city,1250,apartment,760,1,1,0,0,0,0,0,1,laundry in bldg,,41.1928,-73.2402,ny
7050062088,new york city,2700,house,1300,3,2,0,0,1,0,0,0,,attached garage,40.9764,-73.9676,ny
7050059652,new york city,1300,apartment,620,1,1,0,0,1,0,0,0,no laundry on site,street parking,40.5199,-74.2061,ny
7050059586,new york city,2980,townhouse,1521,3,2.5,0,0,1,0,0,0,w/d in unit,,40.5886,-73.7916,ny
7049732834,new york city,1802,apartment,825,1,1,0,1,1,0,0,0,laundry in bldg,attached garage,40.9249,-73.7889,ny
7050058461,new york city,2700,apartment,1400,3,2,1,1,1,0,0,0,laundry on site,off-street parking,41.084,-73.9278,ny
7050051464,new york city,1650,house,1800,1,1,0,0,0,0,0,1,laundry in bldg,detached garage,40.865,-73.6277,ny
7050050935,new york city,2400,townhouse,1860,3,1.5,0,0,1,0,0,0,w/d in unit,attached garage,40.5571,-74.1411,ny
7050046934,new york city,3480,apartment,650,1,1,1,1,0,1,0,1,laundry in bldg,attached garage,40.7561,-73.9968,ny
7050038227,new york city,2500,apartment,800,2,1,0,0,1,0,0,0,,detached garage,40.7046,-73.8309,ny
7050014407,new york city,2000,apartment,380,0,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.8246,-73.9507,ny
7050011369,new york city,2400,house,1600,3,1.5,0,0,0,0,0,0,w/d in unit,carport,40.6069,-74.1657,ny
7050008845,new york city,2200,apartment,600,1,1,1,1,1,0,0,0,w/d in unit,street parking,40.8447,-73.9389,ny
7050005988,new york city,5042,apartment,1000,2,2,1,1,1,0,0,0,w/d in unit,,40.7446,-73.9345,ny
7050002138,new york city,3099,apartment,850,1,1,1,1,1,0,0,0,w/d in unit,,40.7446,-73.9577,ny
7050001621,new york city,3536,apartment,700,1,1,1,1,1,0,0,0,w/d in unit,,40.7446,-73.9345,ny
7049978852,new york city,2450,apartment,850,2,1,1,1,1,0,0,0,,,40.7714,-73.8968,ny
7049978429,new york city,2500,apartment,600,1,1,0,0,1,0,0,0,,,40.7615,-73.9184,ny
7049978048,new york city,2600,apartment,950,3,1,1,1,1,0,0,0,,,40.7611,-73.9096,ny
7049974782,new york city,2350,apartment,650,1,1,0,0,1,0,0,0,,,40.7314,-73.9826,ny
7049967067,new york city,3499,apartment,1600,3,1,1,1,1,0,0,0,,,40.6908,-73.9559,ny
7049964769,new york city,1625,house,700,1,1,1,0,0,0,0,0,,off-street parking,40.7123,-73.8562,ny
7049958425,new york city,2399,apartment,750,2,1,1,0,1,0,0,0,,,40.6936,-73.9198,ny
7049947914,new york city,2695,apartment,20,4,2,0,0,1,0,0,0,,,40.6822,-73.9157,ny
7049945785,new york city,2600,apartment,900,3,2,1,1,1,0,0,0,,,40.6871,-73.9236,ny
7049940609,new york city,3800,apartment,900,1,1,1,1,1,0,0,0,laundry in bldg,,40.7443,-73.9781,ny
7049935097,new york city,1500,apartment,1100,2,1,1,0,1,0,0,0,laundry in bldg,off-street parking,41.465,-73.398,ny
7049932366,new york city,1350,apartment,900,1,1,0,0,0,0,0,0,,attached garage,41.0592,-73.7395,ny
7049931950,new york city,4400,townhouse,2563,3,3.5,0,1,1,0,0,0,w/d in unit,attached garage,40.9719,-73.7181,ny
7049926550,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7049334314,new york city,1500,apartment,600,1,1,0,0,0,0,0,0,no laundry on site,street parking,40.9179,-73.9044,ny
7049915902,new york city,2000,apartment,20,1,1,0,0,1,0,0,0,laundry in bldg,,40.6865,-73.9077,ny
7049911055,new york city,1900,apartment,770,1,1,0,1,0,1,0,1,laundry in bldg,street parking,40.5909,-73.9669,ny
7049888878,new york city,2100,apartment,700,1,1,0,0,0,0,0,0,w/d in unit,,41.0549,-73.6594,ny
7049886821,new york city,1449,apartment,529,0,1,0,1,0,0,0,0,laundry in bldg,detached garage,41.0888,-73.5435,ny
7049874227,new york city,1800,apartment,750,1,1,1,0,1,0,0,0,no laundry on site,no parking,40.759,-73.9159,ny
7049871215,new york city,2900,apartment,605,1,1,1,1,1,0,0,1,laundry in bldg,attached garage,40.7012,-73.9436,ny
7049852397,new york city,1000,apartment,410,1,1,0,0,1,0,0,0,,,40.7259,-73.8598,ny
7049842957,new york city,2800,apartment,800,2,1,0,0,1,0,0,0,laundry in bldg,,40.7706,-73.9265,ny
7049841521,new york city,2285,apartment,600,1,1,0,0,1,0,0,0,laundry in bldg,,40.7706,-73.9265,ny
7049817704,new york city,2650,apartment,650,1,1,0,0,1,0,0,0,,,40.7215,-73.9885,ny
7049816908,new york city,2900,apartment,1145,2,2,0,0,1,0,0,0,w/d in unit,attached garage,41.1382,-73.346,ny
7049801834,new york city,2250,duplex,1886,3,1.5,1,1,1,0,0,0,laundry on site,off-street parking,40.6664,-74.1192,ny
7049787589,new york city,1590,apartment,550,2,1,0,0,1,0,0,0,,,40.6252,-73.9465,ny
7049774210,new york city,2400,house,2700,4,2,0,1,1,0,0,0,laundry on site,off-street parking,42.1959,-73.3607,ny
