id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
7048931944,new york city,2200,in-law,980,1,1,0,0,0,0,0,0,w/d in unit,off-street parking,41.1657,-73.3309,ny
7048931057,new york city,1500,apartment,650,1,1,0,0,1,0,0,1,w/d in unit,off-street parking,41.1323,-73.4058,ny
7048925004,new york city,2540,apartment,750,2,1,1,1,1,0,0,0,,,40.6414,-74.0916,ny
7048916452,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7048912000,new york city,1850,apartment,1000,2,1,1,1,1,0,0,0,laundry in bldg,,40.6549,-73.9619,ny
7048905319,new york city,1449,apartment,300,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.5979,-73.9743,ny
7048904851,new york city,2299,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5839,-73.9536,ny
7048902251,new york city,2800,apartment,1000,3,1,0,0,0,0,0,0,no laundry on site,no parking,40.6283,-74.0304,ny
7048901303,new york city,1895,apartment,750,1,1,0,1,1,0,0,0,no laundry on site,street parking,40.8249,-73.941,ny
7048898564,new york city,2650,apartment,2100,3,2,0,1,1,1,0,0,laundry in bldg,detached garage,40.8774,-73.8406,ny
7048884665,new york city,2000,apartment,850,2,1,0,0,1,0,0,0,no laundry on site,street parking,40.702,-73.9049,ny
7048876856,new york city,1650,apartment,700,1,1,0,0,1,0,0,0,,street parking,40.6958,-73.7617,ny
7048876339,new york city,2625,apartment,1058,3,1,0,0,0,1,0,0,laundry in bldg,,40.8533,-73.8859,ny
7048873489,new york city,2500,apartment,600,1,1,0,0,1,0,0,0,laundry in bldg,,40.7864,-73.9764,ny
7048859885,new york city,4000,apartment,1000,2,0,1,1,1,0,0,0,,,40.7049,-73.9338,ny
7048846633,new york city,1900,apartment,70,1,1,0,1,1,0,0,0,laundry in bldg,street parking,40.7627,-73.9149,ny
7048833303,new york city,2200,apartment,1000,1,1,1,1,1,0,0,0,laundry in bldg,,40.6646,-73.9523,ny
7048818488,new york city,2200,house,1100,3,1,0,0,1,0,0,0,,,40.6174,-74.0121,ny
7048817843,new york city,2950,apartment,575,1,1,1,1,1,0,0,1,laundry in bldg,street parking,40.7196,-73.9456,ny
7048806574,new york city,1600,apartment,850,2,1,0,0,0,0,0,0,,off-street parking,40.5683,-74.1055,ny
7048798365,new york city,2599,house,1200,3,1.5,1,1,1,0,0,0,no laundry on site,street parking,40.6766,-73.9249,ny
7048795396,new york city,980,flat,75,4,1.5,1,0,1,0,0,0,laundry in bldg,street parking,40.6977,-73.9366,ny
7048793929,new york city,2300,apartment,750,2,1,1,1,0,0,0,0,no laundry on site,street parking,40.6801,-73.8917,ny
7048786496,new york city,2000,apartment,1100,3,0,0,0,0,0,0,0,,,40.6366,-74.1651,ny
7048777572,new york city,1500,apartment,800,1,0,0,0,0,0,0,0,,,40.6301,-74.1607,ny
7048773381,new york city,2600,apartment,1500,3,1,0,0,0,0,0,0,no laundry on site,street parking,40.6366,-74.0068,ny
7048762923,new york city,2800,apartment,750,2,1,1,1,1,0,0,0,w/d in unit,street parking,40.5154,-74.0027,ny
7048762088,new york city,2700,apartment,651,1,1,0,0,0,0,0,0,w/d in unit,,40.8116,-73.955,ny
7048759080,new york city,2800,apartment,1340,4,2,0,0,1,0,0,0,laundry in bldg,street parking,40.7278,-73.8955,ny
7048758717,new york city,4488,apartment,1000,2,2,1,1,1,1,0,0,laundry in bldg,attached garage,40.7454,-73.9575,ny
7048729498,new york city,2000,apartment,750,1,1,0,0,1,0,0,0,laundry in bldg,attached garage,40.6194,-74.04,ny
7048716738,new york city,1900,apartment,700,1,1,1,1,1,0,0,0,laundry in bldg,,40.7713,-73.9088,ny
7048710138,new york city,1750,apartment,600,1,1,1,0,1,0,0,0,,,40.771,-73.9085,ny
7048710165,new york city,2600,apartment,950,3,1,1,1,1,0,0,0,,,40.7611,-73.9096,ny
7048709345,new york city,2500,apartment,600,1,1,0,0,1,0,0,0,,,40.7615,-73.9184,ny
7048708641,new york city,2450,apartment,850,2,1,1,1,1,0,0,0,,,40.7714,-73.8968,ny
7048702525,new york city,1500,apartment,1000,1,1,0,0,1,0,0,0,,,41.01,-73.6787,ny
7048702273,new york city,2700,apartment,1000,3,1.5,0,0,1,0,0,0,,,40.7666,-73.9082,ny
7048701300,new york city,2400,apartment,700,1,1,1,1,0,0,0,0,laundry in bldg,carport,40.6653,-73.9293,ny
7048693097,new york city,2450,apartment,900,2,1,1,0,1,0,0,0,,,40.7752,-73.9083,ny
7048672610,new york city,3495,apartment,1000,2,1,1,0,1,0,0,0,laundry in bldg,,40.6718,-73.9625,ny
7048664265,new york city,2300,apartment,750,2,1,1,1,0,0,0,0,w/d in unit,street parking,40.9719,-73.7181,ny
7048644128,new york city,3200,apartment,1000,2,1,1,1,0,0,0,1,no laundry on site,street parking,40.6669,-73.9828,ny
7048639259,new york city,1900,apartment,1000,1,1,0,0,1,0,0,0,w/d in unit,off-street parking,41.0942,-73.5203,ny
7048638697,new york city,3600,apartment,825,1,1,1,1,1,0,0,0,laundry in bldg,,40.7779,-73.9457,ny
7048627227,new york city,2300,apartment,1200,2,1,0,0,1,0,0,1,no laundry on site,street parking,40.7097,-73.8728,ny
7048625553,new york city,2100,apartment,650,2,1,0,0,1,0,0,0,,,40.6932,-73.9289,ny
7048622263,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7048619561,new york city,2599,house,1200,3,1.5,1,1,1,0,0,0,no laundry on site,street parking,40.6766,-73.9249,ny
7048611075,new york city,2250,apartment,300,1,1,1,1,1,0,0,0,laundry in bldg,street parking,40.7651,-73.9638,ny
7048607343,new york city,1350,apartment,680,1,1,0,0,1,0,0,0,,,40.7438,-73.9243,ny
7048593965,new york city,1495,apartment,825,2,1,0,0,1,0,0,0,w/d in unit,off-street parking,41.1928,-73.2402,ny
7048591072,new york city,1000,apartment,410,1,1,0,0,1,0,0,0,,,40.7259,-73.8598,ny
7048587320,new york city,2200,apartment,850,2,2,0,0,1,0,0,0,laundry in bldg,,40.7143,-73.7821,ny
7048587269,new york city,2800,apartment,900,2,1,1,1,1,0,0,0,laundry in bldg,,40.7694,-73.9228,ny
7048583998,new york city,3495,apartment,712,1,1,1,1,1,0,0,0,laundry in bldg,,40.6878,-73.9784,ny
7048577471,new york city,1700,apartment,700,1,1,1,1,1,0,0,0,no laundry on site,,40.6333,-73.9764,ny
7048570690,new york city,1700,apartment,1250,2,1,1,1,1,0,0,0,,off-street parking,40.6664,-74.1192,ny
7048543467,new york city,3300,apartment,1000,4,1,1,1,1,0,0,0,laundry in bldg,,40.6768,-73.9557,ny
7048568705,new york city,3475,apartment,1000,3,1.5,1,1,1,0,0,0,laundry in bldg,attached garage,40.8188,-73.956,ny
7048566278,new york city,3100,apartment,835,2,1,1,1,1,0,0,0,laundry in bldg,attached garage,40.8188,-73.956,ny
7048565536,new york city,2300,apartment,2300,0,1,0,0,1,0,0,0,,,40.7918,-73.9447,ny
7048565206,new york city,2325,apartment,560,1,1,1,1,1,0,1,0,laundry in bldg,attached garage,40.8188,-73.956,ny
7048563832,new york city,2095,apartment,380,0,1,0,1,1,0,0,0,laundry in bldg,attached garage,40.8188,-73.956,ny
7048537893,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7048534678,new york city,2600,apartment,1000,3,1,1,1,1,0,0,0,,,40.6526,-73.9498,ny
7048528279,new york city,2500,apartment,1500,3,1,0,0,1,0,0,0,w/d hookups,no parking,40.5979,-73.9743,ny
7048523320,new york city,2295,apartment,900,1,1,1,1,1,0,0,0,laundry in bldg,,40.9858,-73.8108,ny
7048520407,new york city,4500,apartment,1120,2,2,1,1,1,0,0,0,laundry in bldg,,40.7694,-73.9905,ny
7048516753,new york city,2550,apartment,450,1,1,1,1,0,0,0,0,laundry in bldg,no parking,40.7079,-73.945,ny
7048506776,new york city,3244,apartment,1000,2,2,1,0,1,0,0,0,laundry in bldg,,40.7873,-73.9435,ny
7048503731,new york city,2725,apartment,800,2,1.5,1,1,1,0,0,0,laundry in bldg,,40.8571,-73.9356,ny
7048486974,new york city,3500,townhouse,2253,3,3.5,0,1,1,0,0,0,w/d in unit,attached garage,40.9719,-73.7181,ny
7048472972,new york city,3150,townhouse,1280,3,1.5,0,0,0,0,0,0,w/d in unit,detached garage,41.0044,-73.6518,ny
7048471980,new york city,2800,apartment,1000,2,1,1,1,1,0,0,0,laundry in bldg,,40.7694,-73.9228,ny
7048471062,new york city,1875,apartment,550,0,1,1,1,1,0,0,0,,,40.8117,-73.941,ny
7048460999,new york city,2100,apartment,1000,3,1,1,1,0,0,0,0,laundry in bldg,street parking,40.9569,-73.8198,ny
7048458837,new york city,1400,apartment,1200,1,1,0,0,1,0,0,1,laundry in bldg,no parking,40.8218,-73.9544,ny
7048417552,new york city,1995,duplex,750,2,1,1,1,1,0,0,0,laundry on site,,40.6784,-73.9211,ny
7048444972,new york city,3200,apartment,1000,2,1,0,0,1,0,0,0,laundry in bldg,,40.6809,-73.974,ny
7048441302,new york city,1500,apartment,600,0,1,1,0,1,0,0,0,laundry in bldg,off-street parking,41.0957,-73.4285,ny
7048436448,new york city,2100,apartment,1100,3,1,0,0,1,0,0,0,,,40.6169,-74.0237,ny
7048430972,new york city,3000,apartment,800,2,1,0,1,1,0,0,0,laundry in bldg,off-street parking,40.9803,-73.6881,ny
7048429713,new york city,3899,apartment,700,2,1,1,1,1,1,0,0,w/d in unit,,40.6908,-73.9837,ny
7048429633,new york city,13125,apartment,1713,3,0,1,1,1,0,0,0,w/d in unit,,40.7764,-73.9827,ny
7048428715,new york city,3875,apartment,597,0,1,1,1,1,0,0,0,w/d in unit,,40.7764,-73.9827,ny
7048428110,new york city,5271,apartment,794,1,1,1,1,1,0,0,0,w/d in unit,,40.7764,-73.9827,ny
7048420257,new york city,2495,apartment,700,1,1,1,0,1,0,0,0,laundry in bldg,,40.7503,-73.9968,ny
7048419450,new york city,2150,apartment,400,0,1,1,0,1,0,0,0,laundry in bldg,attached garage,40.7502,-73.9965,ny
7048417306,new york city,2100,apartment,900,2,1,1,1,1,0,0,0,,,40.6443,-73.998,ny
7048416102,new york city,2000,apartment,750,1,1,1,0,1,0,0,0,,,40.6412,-74.0133,ny
7048414521,new york city,2000,apartment,750,1,1,1,0,1,0,0,0,,,40.6952,-73.9418,ny
7048414143,new york city,2400,house,1800,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,41.3312,-73.2243,ny
7048413512,new york city,2000,apartment,700,1,1,1,1,1,0,0,0,,,40.6238,-74.0301,ny
7048412721,new york city,1800,apartment,700,1,1,1,1,1,0,0,0,,,40.6443,-73.998,ny
7048412134,new york city,1750,apartment,400,0,1,1,0,1,0,0,0,,,40.7674,-73.955,ny
7048411495,new york city,2095,apartment,900,2,1,1,0,1,0,0,0,laundry in bldg,,40.6196,-74.0392,ny
7048411400,new york city,1750,apartment,400,0,1,1,0,1,0,0,0,,,40.7674,-73.955,ny
7048411109,new york city,2150,apartment,400,0,1,1,0,1,0,0,0,laundry in bldg,attached garage,40.7502,-73.9965,ny
7048410809,new york city,2150,apartment,400,0,1,1,0,1,0,0,0,laundry in bldg,attached garage,40.7502,-73.9965,ny
7048407927,new york city,1500,apartment,600,2,1,0,0,0,0,0,0,no laundry on site,,40.5414,-74.1698,ny
7048407230,new york city,2795,apartment,664,1,1,1,1,1,0,0,0,,,40.77,-73.9212,ny
7048394514,new york city,1800,apartment,800,1,1,0,0,1,0,0,0,,,40.7071,-73.9097,ny
7048406247,new york city,2550,apartment,600,1,1,0,0,1,0,0,0,,,40.7615,-73.9184,ny
7048402598,new york city,2550,apartment,600,1,1,0,0,1,0,0,0,,,40.7615,-73.9184,ny
7048402041,new york city,2400,apartment,850,1,1,1,1,1,0,0,0,laundry in bldg,,40.6465,-74.0073,ny
7048401930,new york city,2300,apartment,720,3,1,0,0,0,0,0,0,laundry in bldg,street parking,40.693,-73.9907,ny
7048401415,new york city,2750,apartment,750,3,1,1,1,1,0,0,0,,,40.6998,-73.9218,ny
7048397431,new york city,2500,apartment,800,2,1,0,0,1,0,0,0,,,40.6815,-73.9742,ny
7048393010,new york city,2995,apartment,675,1,1,1,1,1,0,0,0,w/d in unit,,40.7709,-73.9205,ny
7048387990,new york city,2600,apartment,600,0,1,1,1,1,0,0,0,w/d in unit,,40.6873,-73.9812,ny
7048386812,new york city,4305,apartment,967,2,1,1,1,1,0,0,0,w/d in unit,,40.7475,-73.9415,ny
7048385594,new york city,3725,apartment,1050,3,1,1,1,1,0,0,0,w/d in unit,street parking,40.6615,-73.9629,ny
7048382465,new york city,2100,apartment,1000,3,1,0,0,1,0,0,0,no laundry on site,,40.6913,-73.8585,ny
7048379133,new york city,3395,apartment,720,1,1,1,1,1,0,0,0,laundry in bldg,,40.7526,-73.9712,ny
7048378035,new york city,2500,apartment,1200,2,2,0,0,1,0,0,0,laundry in bldg,,40.727,-73.8565,ny
7048377071,new york city,1449,apartment,300,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.5979,-73.9743,ny
7048375645,new york city,2299,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5839,-73.9536,ny
7048374719,new york city,2325,apartment,943,1,1,1,1,1,0,0,0,laundry on site,,40.6702,-73.431,ny
7048373159,new york city,2299,apartment,950,2,1.5,0,0,1,0,0,0,laundry in bldg,attached garage,40.5895,-73.957,ny
7048368236,new york city,2750,apartment,620,0,1,1,1,1,0,0,0,laundry in bldg,,40.7073,-74.0086,ny
7048360320,new york city,2400,apartment,1200,3,2,1,0,0,0,0,0,no laundry on site,off-street parking,40.6011,-73.9475,ny
7048357950,new york city,2100,house,1400,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,41.3814,-73.8255,ny
7048356245,new york city,3099,apartment,1000,2,1,0,0,1,0,0,0,,,40.6802,-73.968,ny
7048352218,new york city,2799,apartment,900,2,1,1,1,1,0,0,0,laundry in bldg,,40.6907,-73.9274,ny
7048346965,new york city,2400,apartment,800,1,1,0,0,1,0,0,0,w/d in unit,attached garage,40.8085,-73.9198,ny
7048343596,new york city,2799,apartment,850,1,1,0,0,1,0,0,0,,,40.679,-73.9644,ny
7048343219,new york city,1675,apartment,890,1,1,1,1,1,0,0,0,laundry in bldg,attached garage,41.1352,-73.5684,ny
7048327392,new york city,1950,apartment,1300,3,1,1,1,1,0,0,0,w/d hookups,no parking,40.6664,-74.1192,ny
7048327138,new york city,2700,apartment,950,3,1,0,0,1,0,0,0,,street parking,40.676,-73.847,ny
7048314301,new york city,3050,apartment,850,1,1,0,1,0,0,0,0,w/d in unit,,40.7149,-73.9545,ny
7048309982,new york city,3600,apartment,1000,2,1,1,0,1,0,0,0,laundry in bldg,street parking,40.7489,-73.9764,ny
7048288062,new york city,1800,apartment,750,2,1,1,1,1,0,0,0,,street parking,40.6488,-73.9523,ny
7048284085,new york city,2850,apartment,955,4,2,0,0,1,0,0,0,,,40.704,-73.9041,ny
7048275246,new york city,3099,apartment,800,1,1,1,1,1,0,0,0,laundry in bldg,,40.679,-73.9644,ny
7048273682,new york city,5500,apartment,1750,3,2,0,0,0,0,0,0,w/d in unit,attached garage,40.7445,-74.0329,ny
7048272212,new york city,3400,house,2000,4,2,0,0,0,0,0,0,w/d in unit,street parking,40.697,-73.4877,ny
7048271850,new york city,1750,apartment,700,1,1,0,0,1,0,0,0,laundry on site,,40.9018,-73.7767,ny
7048268880,new york city,1890,apartment,900,2,1,1,0,1,1,0,0,laundry in bldg,attached garage,40.7195,-73.8591,ny
7048266611,new york city,2650,apartment,750,2,1,1,1,1,0,0,0,,,40.6414,-74.0916,ny
7048263409,new york city,3195,apartment,750,2,1,1,0,1,0,0,0,laundry in bldg,no parking,40.7786,-73.9476,ny
7048261905,new york city,2350,apartment,1500,3,1,0,0,1,0,0,0,,,40.5929,-73.9688,ny
7048261009,new york city,1700,apartment,900,1,1,0,0,1,0,0,0,laundry in bldg,,40.6167,-73.9695,ny
7048253398,new york city,2300,apartment,900,2,1,0,0,0,0,0,0,,street parking,40.7576,-73.8934,ny
7048236114,new york city,1025,apartment,425,1,1,0,0,0,0,0,0,laundry in bldg,off-street parking,41.0957,-73.4285,ny
7048232771,new york city,2500,apartment,1200,3,1,0,0,1,0,0,0,,,40.757,-73.9305,ny
7048232314,new york city,1950,apartment,650,1,1,0,0,1,0,0,0,,,40.7627,-73.9149,ny
7048231867,new york city,3400,apartment,1300,3,2,0,0,1,0,0,0,,,40.7627,-73.9149,ny
7048214783,new york city,1650,apartment,861,1,1,1,1,0,0,0,0,w/d in unit,off-street parking,41.0686,-73.5466,ny
7048210403,new york city,1788,apartment,700,0,1,0,0,1,0,0,0,w/d in unit,no parking,40.6755,-73.9633,ny
7048209917,new york city,2400,duplex,1200,1,1.5,0,0,1,0,0,0,w/d in unit,street parking,40.6755,-73.9633,ny
7048209211,new york city,2495,apartment,800,2,1,0,0,1,0,0,0,laundry in bldg,off-street parking,40.6951,-73.9449,ny
7048173535,new york city,2100,apartment,700,1,1,0,0,1,0,0,0,no laundry on site,,40.8044,-73.9511,ny
7048164452,new york city,5000,townhouse,1600,4,2,1,1,1,0,0,0,w/d in unit,off-street parking,40.722,-74.0416,ny
7048160574,new york city,1500,apartment,600,1,1,0,0,1,0,0,0,w/d in unit,carport,40.6598,-73.7206,ny
7048154751,new york city,2350,apartment,1350,3,1.5,0,0,1,0,0,0,,street parking,40.9518,-73.8852,ny
7048144375,new york city,3600,apartment,825,1,1,1,1,1,0,0,0,laundry in bldg,,40.7779,-73.9457,ny
7048132290,new york city,3070,apartment,445,0,1,1,1,0,0,0,0,w/d in unit,,40.7975,-73.9683,ny
7048123701,new york city,1450,apartment,1000,1,1,1,1,0,0,0,0,laundry in bldg,off-street parking,41.1573,-73.2313,ny
7048123674,new york city,2350,apartment,580,0,1,1,1,1,0,0,0,w/d in unit,off-street parking,40.6669,-73.9828,ny
7048123176,new york city,2750,apartment,600,1,1,0,0,0,0,0,0,no laundry on site,no parking,40.7574,-73.9667,ny
7048121799,new york city,2300,apartment,1175,2,2,0,0,1,1,0,0,laundry in bldg,,41.022,-73.7613,ny
7048121788,new york city,3600,apartment,1000,1,0,0,1,1,0,0,0,laundry in bldg,,40.7481,-73.9732,ny
7048121677,new york city,4750,apartment,1100,2,1,1,1,1,0,0,0,,,40.7571,-73.9657,ny
7048121647,new york city,3750,apartment,962,1,1,1,1,1,0,0,0,,,40.7571,-73.9657,ny
7048095563,new york city,1600,apartment,700,2,1,0,0,1,0,0,0,,,40.5908,-73.9851,ny
7048094771,new york city,2575,apartment,800,2,1,1,1,1,0,0,0,laundry in bldg,off-street parking,40.6775,-73.9456,ny
7048067642,new york city,950,condo,477,1,1,0,0,0,0,0,0,,off-street parking,41.5709,-73.4133,ny
7048064541,new york city,5500,apartment,1600,5,3,1,0,1,0,0,0,w/d in unit,street parking,40.6914,-73.9214,ny
7048063829,new york city,1250,apartment,741,1,1,0,0,1,0,0,0,,,40.7764,-73.9827,ny
7048057084,new york city,3099,apartment,850,1,1,1,1,1,0,0,0,w/d in unit,,40.7446,-73.9577,ny
7048054483,new york city,3600,apartment,900,3,2,1,1,1,0,0,0,laundry in bldg,,40.713,-73.9411,ny
7048049288,new york city,3000,apartment,1200,2,1,0,0,0,0,0,0,laundry on site,attached garage,40.9726,-73.7179,ny
7048044826,new york city,1700,apartment,800,1,1,0,0,0,1,0,0,laundry in bldg,off-street parking,40.8882,-74.0503,ny
7048038339,new york city,2400,apartment,1000,2,1,0,0,1,0,0,0,w/d in unit,street parking,40.6611,-73.9507,ny
7048024473,new york city,1700,apartment,800,2,1,0,0,1,0,0,0,no laundry on site,street parking,40.9402,-73.898,ny
7048024370,new york city,2200,house,1100,2,1,0,0,1,0,0,0,,,40.5956,-73.9439,ny
7048022294,new york city,1700,house,1000,2,1,0,0,1,0,0,0,,,40.5956,-73.9439,ny
7048021005,new york city,2950,apartment,1100,3,1,0,0,1,0,0,0,w/d in unit,street parking,40.6611,-73.9507,ny
7048016988,new york city,4850,apartment,1200,3,2,1,0,1,0,0,0,w/d in unit,,40.6712,-73.9594,ny
7048014473,new york city,2605,apartment,500,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.736,-73.9823,ny
7048013308,new york city,3500,loft,750,4,1,1,1,1,0,0,0,laundry in bldg,street parking,40.7055,-73.9373,ny
7048010842,new york city,3951,apartment,738,1,1,0,0,1,0,0,0,w/d in unit,,40.7778,-73.9886,ny
7048001482,new york city,4500,duplex,2000,3,2,0,0,0,0,0,0,w/d in unit,attached garage,40.7132,-73.8365,ny
7047991996,new york city,1800,apartment,900,2,1,1,1,1,1,0,0,laundry in bldg,no parking,40.7548,-73.823,ny
7047985051,new york city,3500,condo,613,0,1,1,1,0,1,1,1,laundry on site,no parking,40.7552,-73.9686,ny
7047979454,new york city,2600,apartment,800,1,1,1,1,0,0,0,0,laundry in bldg,street parking,40.7032,-73.9412,ny
7047973197,new york city,1950,apartment,1050,2,1,0,0,0,0,0,0,no laundry on site,street parking,40.907,-73.8343,ny
